Make,Model,Modulation,Weight(oz),L(in),W(in),H(in),Torque(which_V),Torque(oz-in),Speed(which_V),Speed(s/60deg),Motor Type,Rotation,Gear Material,Typical Price
JR,DS3421,Digital,1.04,1.3,0.58,1.02,4.8,65.0,4.8,0.18,Coreless,Dual Bearings,Metal,89.99
JR,DS3421,Digital,1.04,1.3,0.58,1.02,6.0,75.0,6.0,0.15,Coreless,Dual Bearings,Metal,89.99
JR,DS3421SA,Digital,1.04,1.3,0.58,1.02,4.8,65.0,4.8,0.18,Coreless,Dual Bearings,Hybrid,84.99
JR,DS3421SA,Digital,1.04,1.3,0.58,1.02,6.0,75.0,6.0,0.15,Coreless,Dual Bearings,Hybrid,84.99
JR,DS3517,Digital,0.92,1.02,0.58,1.3,6.0,51.0,6.0,0.09,Coreless,Single Bearing,Plastic,84.99
JR,DS3517MG,Digital,1.04,1.02,0.58,1.3,6.0,51.0,6.0,0.09,Coreless,Single Bearing,Metal,89.99
JR,DS361,Digital,0.78,1.1,0.51,0.79,4.8,53.0,4.8,0.24,(add),(add),(add),(add)
JR,DS368,Digital,0.80,1.1,0.51,1.18,4.8,53.0,4.8,0.21,Brushed,(add),(add),69.99
JR,DS368BB,Digital,0.83,1.12,0.5,1.21,4.8,53.0,4.8,0.21,Brushed,Single Bearing,Metal,74.99
JR,DS368BB,Digital,0.83,1.12,0.5,1.21,6.0,60.0,6.0,0.18,Brushed,Single Bearing,Metal,74.99
JR,DS378,Digital,0.70,1.18,0.43,1.14,4.8,60.0,4.8,0.16,(add),Dual Bearings,Metal,69.99
JR,DS378,Digital,0.70,1.18,0.43,1.14,6.0,75.0,6.0,0.13,(add),Dual Bearings,Metal,69.99
JR,DS5391,Digital,1.62,1.54,0.75,1.57,4.8,70.0,4.8,0.12,(add),(add),(add),(add)
JR,DS5491,Digital,1.27,1.54,0.75,1.57,4.8,70.0,4.8,0.12,(add),(add),(add),(add)
JR,DS559,Digital,1.66,,,,4.8,67.0,4.8,0.23,(add),(add),(add),(add)
JR,DS559,Digital,1.66,,,,6.0,76.0,6.0,0.19,(add),(add),(add),(add)
JR,DS589,Digital,1.48,1.4,0.75,1.52,4.8,72.2,4.8,0.21,3-pole,Single Bearing,Plastic,(add)
JR,DS8077,Digital,1.27,1.54,0.75,1.57,4.8,50.0,4.8,0.14,(add),(add),Plastic,(add)
JR,DS811,Digital,1.44,1.49,0.75,1.52,4.8,54.0,4.8,0.18,Brushed,Single Bearing,Plastic,47.95
JR,DS811,Digital,1.44,1.49,0.75,1.52,6.0,66.0,6.0,0.15,Brushed,Single Bearing,Plastic,47.95
JR,DS8201,Digital,1.73,1.36,0.75,1.54,4.8,56.0,4.8,0.19,(add),(add),(add),(add)
JR,DS8201,Digital,1.73,1.36,0.75,1.54,6.0,70.0,6.0,0.15,(add),(add),(add),(add)
JR,DS821,Digital,1.50,1.5,0.74,1.47,4.8,72.0,4.8,0.19,3-pole,Single Bearing,Plastic,29.99
JR,DS821,Digital,1.50,1.5,0.74,1.47,6.0,88.0,6.0,0.15,3-pole,Single Bearing,Plastic,29.99
JR,DS8231,Digital,1.73,1.54,0.75,1.36,4.8,88.0,4.8,0.22,Coreless,Dual Bearings,Plastic,89.99
JR,DS8301,Digital,1.73,1.54,0.75,1.36,4.8,90.0,4.8,0.19,(add),Dual Bearings,Metal,(add)
JR,DS8317,Digital,2.00,1.54,0.75,1.36,4.8,69.0,4.8,0.15,Coreless,Dual Bearings,Metal,109.99
JR,DS8317,Digital,2.00,1.54,0.75,1.36,6.0,84.0,6.0,0.11,Coreless,Dual Bearings,Metal,109.99
JR,DS8417,Digital,2.03,1.54,0.75,1.36,4.8,82.0,4.8,0.1,Coreless,Dual Bearings,Metal,114.99
JR,DS8417,Digital,2.03,1.54,0.75,1.36,6.0,98.0,6.0,0.08,Coreless,Dual Bearings,Metal,114.99
JR,DS8450,Digital,1.92,1.52,0.73,1.32,4.8,98.0,4.8,0.1,Coreless,Dual Bearings,Metal,114.95
JR,DS8455,Digital,(add),,,,4.8,90.0,4.8,0.1,(add),(add),(add),(add)
JR,DS9301,Digital,1.31,1.42,0.75,1.08,4.8,60.0,4.8,0.21,(add),(add),(add),(add)
JR,DS9401,Digital,1.48,1.42,0.75,1.04,4.8,70.0,4.8,0.17,(add),(add),(add),86.69
JR,DS9411,Digital,1.36,1.41,0.71,1.03,4.8,82.0,4.8,0.15,Coreless,Dual Bearings,Metal,109.99
JR,DS9411,Digital,1.36,1.41,0.71,1.03,6.0,95.0,6.0,0.12,Coreless,Dual Bearings,Metal,109.99
JR,DS9411SA,Digital,1.28,1.41,0.71,1.03,4.8,82.0,4.8,0.15,Coreless,Dual Bearings,Plastic,94.99
JR,DS9411SA,Digital,1.28,1.41,0.71,1.03,6.0,95.0,6.0,0.12,Coreless,Dual Bearings,Plastic,94.99
JR,DZ3650,Digital,1.04,1.3,0.58,1.02,6.0,51.0,6.0,0.09,(add),Single Bearing,Metal,74.99
JR,ES539,Analog,1.34,1.28,0.75,1.52,4.8,70.8,4.8,0.23,Brushed,Single Bearing,Plastic,17.10
JR,RT88,Analog,1.15,1.74,0.88,0.92,4.8,88.0,4.8,0.42,3-pole,(add),Plastic,25.99
JR,SR3801,Digital,1.10,1.3,0.59,1.02,7.4,98.6,7.4,0.11,(add),(add),(add),84.95
JR,Z2750,(add),2.00,1.52,0.73,1.29,4.8,62.0,4.8,0.17,Coreless,Dual Bearings,(add),124.95
JR,Z3650,Digital,1.04,1.3,0.58,1.02,6.0,51.0,6.0,0.09,Coreless,Single Bearing,Metal,89.99
JR,Z4750,(add),1.72,1.52,0.73,1.32,4.8,96.0,4.8,0.12,Coreless,Dual Bearings,Plastic,84.99
JR,Z4800S,Analog,2.00,1.54,0.75,1.36,4.8,71.0,4.8,0.14,Coreless,Dual Bearings,Metal,84.99
JR,Z4800S,Analog,2.00,1.54,0.75,1.36,6.0,90.0,6.0,0.11,Coreless,Dual Bearings,Metal,84.99
JR,Z550,Analog,1.47,1.52,0.73,1.32,4.8,51.0,4.8,0.21,3-pole,Single Bearing,Plastic,34.99
JR,Z550,Analog,1.47,1.52,0.73,1.32,6.0,62.0,6.0,0.17,3-pole,Single Bearing,Plastic,34.99
JR,Z590M,Analog,1.60,1.55,0.73,1.46,4.8,70.0,4.8,0.18,3-pole,Single Bearing,Metal,39.99
JR,Z590M,Analog,1.60,1.55,0.73,1.46,6.0,85.0,6.0,0.15,3-pole,Single Bearing,Metal,39.99
JR,Z8800S,Digital,2.00,1.54,0.75,1.36,4.8,88.0,4.8,0.1,Coreless,Dual Bearings,Metal,109.95
KDS,N580,Digital,0.88,1.32,0.59,1.13,4.8,55.6,4.8,0.11,Coreless,(add),Plastic,(add)
KDS,N580,Digital,0.88,1.32,0.59,1.13,6.0,62.5,6.0,0.1,Coreless,(add),Plastic,(add)
KO Propo,KOPM1100,(add),2.10,1.5,0.83,1.6,7.2,97.0,7.2,0.06,(add),(add),(add),(add)
KO Propo,KOPM1101,(add),2.10,1.5,0.8,1.6,6.0,91.0,6.0,0.08,(add),(add),(add),(add)
KO Propo,PDS-3101 ICS,Digital,0.64,1.18,0.47,1.02,6.0,62.1,6.0,0.09,(add),Bushing,Metal,57.99
KO Propo,PDS-763 ICS,Digital,1.59,1.61,0.83,1.38,6.0,90.2,6.0,0.13,(add),Bushing,Plastic,99.99
KO Propo,PS-1001 FET,Analog,1.80,1.46,0.79,1.59,7.2,90.3,7.2,0.07,(add),Dual Bearings,(add),(add)
KO Propo,PS-1012 FET,Analog,1.80,1.46,0.79,1.59,7.2,94.4,7.2,0.06,(add),(add),(add),(add)
KO Propo,PS-1014 FET,Analog,1.80,1.46,0.79,1.59,6.0,62.5,6.0,0.11,(add),(add),(add),(add)
KO Propo,PS-1016 FET,Analog,2.22,1.46,0.79,1.59,6.0,83.3,6.0,0.14,(add),(add),(add),(add)
KO Propo,PS-2000 FET,Analog,1.94,1.61,0.79,1.5,7.2,100.0,7.2,0.06,(add),(add),(add),(add)
KO Propo,PS-2001 FET,Analog,1.94,1.61,0.79,1.5,6.0,90.3,6.0,0.08,Coreless,Dual Bearings,Metal,(add)
KO Propo,PS-201 S,Analog,1.59,1.61,0.83,1.38,6.0,50.0,6.0,0.3,(add),(add),(add),(add)
KO Propo,PS-2015 FET,Analog,1.80,1.61,0.79,1.5,6.0,100.0,6.0,0.05,Coreless,Dual Bearings,(add),(add)
KO Propo,PS-301 BH,Analog,1.59,1.61,0.83,1.38,6.0,52.8,6.0,0.26,(add),Single Bearing,Hybrid,(add)
KO Propo,PS-301 BS,Analog,1.98,1.61,0.83,1.38,6.0,56.9,6.0,0.17,(add),(add),(add),(add)
KO Propo,PS-301 BZ,Analog,1.98,1.61,0.83,1.38,6.0,79.2,6.0,0.26,(add),(add),(add),(add)
KO Propo,PS-302 FET,Analog,1.94,1.61,0.83,1.38,7.2,69.4,7.2,0.12,(add),(add),(add),65.95
KO Propo,PS-601,Analog,0.58,1.14,0.55,1.2,6.0,55.5,6.0,0.3,(add),(add),(add),(add)
KO Propo,PS-702 FET,Analog,1.69,1.61,0.83,1.38,6.0,61.1,6.0,0.12,(add),(add),(add),(add)
KO Propo,PS-703 FET,Analog,1.69,1.61,0.83,1.38,7.2,73.6,7.2,0.1,(add),(add),(add),(add)
KO Propo,PS-712 FET,Analog,1.69,1.61,0.83,1.38,6.0,61.1,6.0,0.12,(add),(add),(add),(add)
KO Propo,PS-713 FET,Analog,1.69,1.61,0.83,1.38,7.2,73.6,7.2,0.1,(add),(add),(add),(add)
KO Propo,PS-87 FET,Analog,2.19,1.61,0.83,1.38,7.2,72.2,7.2,0.1,(add),(add),(add),(add)
Kyosho,KS-102BK,Analog,1.39,1.58,0.79,1.5,6.0,90.3,6.0,0.16,Brushed,Single Bearing,Plastic,24.99
Kyosho,KS-1401,Analog,1.59,1.54,0.79,1.42,6.0,55.6,6.0,0.14,Brushed,Bushing,Plastic,15.00
Kyosho,KS4031-06W,(add),1.58,1.61,0.79,1.5,6.0,83.3,6.0,0.15,(add),(add),(add),24.99
Losi,B0819,Digital,(add),1.58,0.79,1.3,6.0,70.0,6.0,0.16,(add),(add),Plastic,25.64
Losi,MSX12,Digital,(add),,,,6.0,56.9,,,(add),(add),(add),28.49
MayTech,MT-AS013,Analog,1.41,1.61,0.79,1.5,6.0,83.3,6.0,0.16,(add),Single Bearing,Plastic,(add)
MayTech,MT-AS014,Analog,1.83,1.61,0.79,1.5,6.0,83.3,6.0,0.16,(add),Single Bearing,Metal,(add)
MayTech,MT-AS019,Analog,1.31,1.61,0.79,1.42,6.0,56.9,6.0,0.23,(add),Single Bearing,Plastic,(add)
MayTech,MT-AS020,Analog,1.06,1.58,0.91,0.97,4.8,97.2,4.8,0.4,(add),Single Bearing,Plastic,(add)
MayTech,MT-DS012,Digital,1.94,0.79,1.58,1.52,4.8,91.7,4.8,0.14,(add),Single Bearing,Metal,(add)
MayTech,MT-DS012,Digital,1.94,0.79,1.58,1.52,6.0,100.0,6.0,0.13,(add),Single Bearing,Metal,(add)
Megatech,FX205,(add),1.60,1.6,0.7,1.5,4.8,53.9,4.8,0.22,(add),(add),(add),17.99
MKS,BLS 970,Digital,1.98,1.58,0.79,1.58,4.8,83.3,4.8,0.08,Brushless,Dual Bearings,Titanium,126.90
MKS,DS 6125,Digital,1.01,1.18,0.39,1.4,4.8,91.7,4.8,0.15,Coreless,Dual Bearings,Titanium,75.00
MKS,DS 6125 Mini,Digital,0.89,1.18,0.39,1.18,4.8,66.7,4.8,0.12,Coreless,Dual Bearings,Titanium,74.95
MKS,DS 6125 Mini,Digital,0.89,1.18,0.39,1.18,6.0,80.5,6.0,0.1,Coreless,Dual Bearings,Titanium,74.95
MKS,DS 760,Digital,2.65,1.58,0.79,1.58,4.8,54.2,4.8,0.03,Coreless,Dual Bearings,Titanium,109.99
MKS,DS 760,Digital,2.65,1.58,0.79,1.58,6.0,67.8,6.0,0.03,Coreless,Dual Bearings,Titanium,109.99
MKS,DS 9660,Digital,1.14,1.41,0.6,1.14,4.8,51.4,4.8,0.13,Coreless,Dual Bearings,Metal,56.99
MKS,DS 9660,Digital,1.14,1.41,0.6,1.14,6.0,63.9,6.0,0.1,Coreless,Dual Bearings,Metal,56.99
MKS,DS 9660 A+,Digital,0.97,1.41,0.6,1.14,6.0,65.3,6.0,0.1,Coreless,Dual Bearings,Metal,45.76
MKS,HV 787,Digital,2.33,1.57,0.79,1.69,6.0,95.1,6.0,0.04,Coreless,Dual Bearings,Titanium,89.15
Modelcraft,4519,Analog,1.58,1.59,0.81,1.54,6.0,63.7,6.0,0.19,Brushed,Bushing,Plastic,12.00
Modelcraft,4519 BB,Analog,1.58,1.59,0.81,1.54,6.0,63.7,6.0,0.19,(add),Single Bearing,Plastic,(add)
Modelcraft,4519 DBB,Analog,1.58,1.59,0.81,1.54,6.0,63.7,6.0,0.19,(add),Dual Bearings,Plastic,(add)
Modelcraft,4519 MG,Analog,1.58,1.59,0.81,1.54,6.0,63.7,6.0,0.19,(add),Dual Bearings,Metal,(add)
Modelcraft,MC-4415 MG D,Digital,1.13,1.26,0.67,1.22,4.8,62.3,4.8,0.15,(add),Dual Bearings,Metal,(add)
Modelcraft,MC-4415 MG D,Digital,1.13,1.26,0.67,1.22,6.0,77.9,6.0,0.12,(add),Dual Bearings,Metal,(add)
Modelcraft,MC-500 BB,Analog,1.98,1.59,0.79,1.59,6.0,79.3,6.0,0.13,(add),Single Bearing,Plastic,(add)
Modelcraft,MC-501 MG BB,Analog,2.29,1.59,0.79,1.59,6.0,79.3,6.0,0.13,(add),Dual Bearings,Metal,(add)
Modelcraft,MC-620 MG-T,Analog,1.66,1.59,0.79,1.52,4.8,90.6,4.8,0.13,(add),Single Bearing,Metal,(add)
Modelcraft,MC-D-301 MG BB,Digital,1.76,1.59,0.79,1.4,4.8,59.5,4.8,0.19,(add),Single Bearing,Metal,(add)
Modelcraft,MC-D-500 BB,Digital,1.98,1.59,0.79,1.59,6.0,79.3,6.0,0.12,(add),Single Bearing,Plastic,(add)
Modelcraft,MC-D-501 MG BB,Digital,2.29,1.59,0.79,1.59,6.0,92.0,6.0,0.12,(add),Dual Bearings,Metal,(add)
Modelcraft,RS-2MG/HB,Analog,1.62,1.54,0.79,1.65,4.8,85.0,4.8,0.2,(add),Bushing,Metal,(add)
Modelcraft,RS-2MG/HB,Analog,1.62,1.54,0.79,1.65,6.0,99.1,6.0,0.17,(add),Bushing,Metal,(add)
Modelcraft,VSD-18MBWG,Digital,2.01,1.69,0.91,1.54,4.8,90.6,4.8,0.18,(add),Single Bearing,Plastic,(add)
MPI,MX-100HP,(add),0.81,1.22,0.63,1.18,4.8,53.0,4.8,0.19,(add),Dual Bearings,(add),17.49
MPI,MX-460MG,(add),1.73,1.57,0.77,1.37,4.8,100.0,4.8,0.14,(add),Dual Bearings,(add),39.99
MPI,MX-890MG,(add),1.59,1.57,0.77,1.37,4.8,100.0,4.8,0.08,Coreless,Dual Bearings,(add),49.99
Multiplex,Cockpit V2,Digital,0.94,1.37,0.65,1.28,6.0,50.0,6.0,0.11,(add),(add),(add),55.54
Multiplex,Micro Digi,Digital,1.06,1.3,0.59,1.26,6.0,59.0,6.0,0.14,3-pole,Dual Bearings,Metal,71.79
Multiplex,Micro mc/V2,Digital,0.99,1.3,0.6,1.3,6.0,55.0,6.0,0.17,(add),(add),(add),93.05
Multiplex,Mini HD,Analog,1.52,1.6,0.8,1.4,6.0,51.0,6.0,0.15,3-pole,Bushing,Plastic,29.65
Multiplex,Power Digi,Digital,2.89,1.85,0.91,1.85,4.8,99.0,4.8,0.29,3-pole,Dual Bearings,Metal,109.37
Multiplex,Power Speed BB,Digital,2.89,1.85,0.91,1.85,4.8,85.0,4.8,0.29,(add),(add),(add),111.51
Multiplex,Profi BB FET,(add),1.69,1.4,0.75,1.5,4.8,64.0,4.8,0.17,(add),Single Bearing,(add),57.61
Multiplex,Profi Digi,Digital,1.69,1.42,0.75,1.54,4.8,62.0,4.8,0.15,3-pole,Dual Bearings,Metal,82.95
Multiplex,Profi Digi,Digital,1.69,1.42,0.75,1.54,6.0,78.0,6.0,0.12,3-pole,Dual Bearings,Metal,82.95
Multiplex,Profi mc/V2,Digital,1.70,1.4,0.8,1.5,4.8,68.0,4.8,0.17,(add),(add),(add),94.70
Multiplex,Profi mc/V2,Digital,1.70,1.4,0.8,1.5,6.0,75.0,6.0,0.14,(add),(add),(add),94.70
Multiplex,Profi Speed BB,Digital,1.69,1.42,0.75,1.54,6.0,59.0,6.0,0.09,3-pole,Dual Bearings,Metal,82.95
Multiplex,Profi Speed mc/V2,Digital,1.70,1.4,0.8,1.5,4.8,57.0,4.8,0.12,3-pole,Dual Bearings,Metal,93.19
Multiplex,Profi Speed mc/V2,Digital,1.70,1.4,0.8,1.5,6.0,62.0,6.0,0.1,3-pole,Dual Bearings,Metal,93.19
Multiplex,Royal BB,(add),1.62,1.6,0.8,1.6,4.8,64.0,4.8,0.15,(add),Single Bearing,(add),51.49
Multiplex,Royal Digi,Digital,1.62,1.57,0.83,1.61,4.8,64.0,4.8,0.15,3-pole,Dual Bearings,Plastic,66.23
Multiplex,Royal Digi,Digital,1.62,1.57,0.83,1.61,6.0,79.0,6.0,0.12,3-pole,Dual Bearings,Plastic,66.23
Multiplex,Royal mc/V2,Digital,1.60,1.6,0.8,1.6,4.8,71.0,4.8,0.15,(add),(add),(add),76.66
Multiplex,Royal mc/V2,Digital,1.60,1.6,0.8,1.6,6.0,78.0,6.0,0.13,(add),(add),(add),76.66
Multiplex,Slim-Star FL Digi,Digital,0.81,2.1,0.4,0.9,6.0,50.0,6.0,0.09,3-pole,Dual Bearings,Metal,(add)
Multiplex,Super FL Digi,(add),0.95,1.4,1.3,0.7,6.0,51.0,6.0,0.2,3-pole,Dual Bearings,Plastic,(add)
Multiplex,Titan Digi 4,Digital,1.86,1.6,0.8,1.5,4.8,95.0,4.8,0.14,Coreless,Dual Bearings,Plastic,(add)
Outrage,BL 9080,Digital,2.15,1.57,0.79,1.52,6.0,88.3,6.0,0.07,Brushless,Dual Bearings,Titanium,139.95
Outrage,BL 9088,Digital,2.15,1.57,0.79,1.52,6.0,63.5,6.0,0.05,Brushless,Dual Bearings,Titanium,144.95
Outrage,BL 9088,Digital,2.15,1.57,0.79,1.52,7.4,78.5,7.4,0.04,Brushless,Dual Bearings,Titanium,144.95
Outrage,BL 9088,Digital,2.15,1.57,0.79,1.52,8.4,91.6,8.4,0.03,Brushless,Dual Bearings,Titanium,144.95
Outrage,BL 9188,Digital,2.51,1.57,0.79,1.52,6.0,61.8,6.0,0.05,Brushless,Dual Bearings,Titanium,144.95
Outrage,BL 9188,Digital,2.51,1.57,0.79,1.52,7.4,76.3,7.4,0.04,Brushless,Dual Bearings,Titanium,144.95
Outrage,BL 9188,Digital,2.51,1.57,0.79,1.52,8.4,83.3,8.4,0.03,Brushless,Dual Bearings,Titanium,144.95
PingZheng,PZ-15138,Analog,1.34,1.58,0.79,1.42,4.8,52.8,4.8,0.21,(add),(add),Plastic,9.00
PingZheng,PZ-15138,Analog,1.34,1.58,0.79,1.42,6.0,59.7,6.0,0.17,(add),(add),Plastic,9.00
PingZheng,PZ-15268,Analog,1.73,1.58,0.79,1.5,6.0,84.0,6.0,0.16,(add),Dual Bearings,Metal,19.80
Power HD,DC-1219MG,Digital,1.57,1.61,0.8,1.0,4.8,100.0,4.8,0.1,(add),Dual Bearings,Metal,(add)
Power HD,DC-1240MG,Digital,0.91,1.38,0.59,1.15,6.0,62.5,6.0,0.11,(add),Dual Bearings,Metal,(add)
Power HD,HD-1810MG,Digital,0.56,0.9,0.47,1.16,6.0,54.2,6.0,0.13,(add),Single Bearing,Hybrid,15.50
Power HD,HD-2213MG,Digital,0.56,0.9,0.47,1.0,4.8,54.2,4.8,0.21,(add),Single Bearing,Hybrid,21.75
Power HD,HD-2213MG,Digital,0.56,0.9,0.47,1.0,6.0,63.9,6.0,0.16,(add),Single Bearing,Hybrid,21.75
Power HD,HD-2216MG,Digital,0.56,0.9,0.47,1.16,6.0,54.2,6.0,0.13,(add),Single Bearing,Metal,21.00
Power HD,HD-2400A,Analog,1.33,1.57,0.79,1.7,4.8,83.4,4.8,0.17,(add),(add),Plastic,12.95
Power HD,HD-3001HB,Analog,1.52,1.65,0.81,1.56,6.0,61.1,6.0,0.12,(add),Dual Bearings,Plastic,(add)
Power HD,HD-4180BB,Digital,1.45,1.6,0.79,1.46,6.0,57.0,6.0,0.17,3-pole,Dual Bearings,(add),12.90
Power HD,HD-4180MG,Digital,1.45,1.6,0.79,1.46,6.0,56.9,6.0,0.17,(add),Dual Bearings,Plastic,(add)
Power HD,HD-5680BB,Digital,1.48,1.58,0.79,1.47,6.0,80.5,6.0,0.12,(add),Dual Bearings,(add),(add)
Power HD,HD-5680MG,Digital,1.48,1.6,0.79,1.55,4.8,58.3,4.8,0.16,(add),Dual Bearings,Plastic,(add)
Power HD,HD-5680MG,Digital,1.48,1.6,0.79,1.55,6.0,90.3,6.0,0.14,(add),Dual Bearings,Plastic,(add)
Power HD,HD-6001HB,Analog,1.52,1.65,0.81,1.56,4.8,80.5,4.8,0.16,(add),Dual Bearings,Plastic,11.99
Power HD,HD-6001HB,Analog,1.52,1.65,0.81,1.56,6.0,93.0,6.0,0.14,(add),Dual Bearings,Plastic,11.99
Power HD,HD-6001MG,Analog,1.98,1.65,0.81,1.56,4.8,83.3,4.8,0.16,(add),Dual Bearings,Hybrid,(add)
Power HD,HD-6001MG,Analog,1.98,1.65,0.81,1.56,6.0,97.2,6.0,0.14,(add),Dual Bearings,Hybrid,(add)
Power HD,HD-7150MG,Digital,1.73,1.6,0.79,1.55,4.8,86.1,4.8,0.19,3-pole,Dual Bearings,Metal,28.50
Power HD,HD-7150MG,Digital,1.73,1.6,0.79,1.55,6.0,100.0,6.0,0.14,3-pole,Dual Bearings,Metal,28.50
Protech,B505,(add),2.19,1.61,0.79,1.57,4.8,76.0,4.8,0.22,(add),(add),(add),(add)
Protech,B505,(add),2.19,1.61,0.79,1.57,6.0,97.0,6.0,0.16,(add),(add),(add),(add)
Raiden,DAA-039,Digital,0.56,0.96,0.47,0.9,6.0,54.2,6.0,0.13,(add),(add),Metal,27.95
Raiden,DMA-046,Digital,0.56,0.96,0.47,0.9,6.0,64.1,6.0,0.16,(add),(add),Hybrid,26.95
RC-Tek,SDG-502MG,Digital,0.76,1.18,0.51,1.24,6.0,55.4,6.0,0.12,3-pole,Single Bearing,Metal,43.95
Robbe,FS 550 BB MG,Digital,0.75,1.18,0.51,1.24,6.0,58.3,6.0,0.16,(add),Single Bearing,Metal,(add)
Robbe,FS 555 BB MG,Digital,0.74,1.18,0.51,1.1,4.8,67.9,4.8,0.15,Coreless,Single Bearing,Metal,75.00
Robbe,FS 555 BB MG,Digital,0.74,1.18,0.51,1.1,6.0,79.3,6.0,0.12,Coreless,Single Bearing,Metal,75.00
Robbe,FS 70,Analog,0.63,1.16,0.47,1.02,6.0,50.7,6.0,0.13,(add),(add),Plastic,(add)
Robbe,FS 70 MG,Analog,0.71,1.16,0.47,1.02,6.0,50.7,6.0,0.13,(add),(add),Metal,(add)
Robbe,SDU 100,Analog,(add),,,,4.8,76.4,,,(add),Single Bearing,(add),(add)
Sanwa,94820,(add),1.04,1.26,0.63,1.24,4.8,76.4,4.8,0.22,(add),(add),(add),(add)
Sanwa,ERG-WG,Digital,2.08,1.54,0.79,1.47,6.0,83.3,6.0,0.09,(add),(add),(add),(add)
Sanwa,ERG-WRX,Digital,2.12,1.54,0.79,1.47,6.0,87.5,6.0,0.09,(add),(add),(add),(add)
Sanwa,RS-991,(add),2.05,1.54,0.79,1.47,6.0,76.4,6.0,0.08,(add),(add),(add),(add)
Sanwa,RS-995,(add),2.05,1.54,0.79,1.47,6.0,100.0,6.0,0.06,(add),(add),(add),(add)
Sanwa,SDX-751,(add),1.80,1.54,0.79,1.4,4.8,72.2,4.8,0.16,(add),(add),(add),(add)
Sanwa,SDX-752,(add),1.80,1.54,0.79,1.4,4.8,72.2,4.8,0.16,(add),(add),(add),(add)
Sanwa,SDX-755,(add),2.05,1.54,0.79,1.4,6.0,80.6,6.0,0.11,(add),(add),(add),(add)
Sanwa,SDX-757,(add),2.08,1.54,0.79,1.47,6.0,97.2,4.8,0.11,(add),(add),(add),(add)
Sanwa,SDX-762,(add),0.80,1.06,0.48,1.12,4.8,54.2,4.8,0.15,(add),(add),(add),(add)
Sanwa,SDX-771,(add),1.98,1.54,0.79,1.47,4.8,91.7,4.8,0.13,(add),(add),(add),(add)
Sanwa,SDX-801,(add),1.76,1.59,0.83,1.04,6.0,88.9,4.8,0.08,(add),(add),(add),(add)
Sanwa,SDX-851,(add),1.76,1.59,0.83,1.04,4.8,65.3,4.8,0.1,(add),(add),(add),(add)
Sanwa,SPEC-APZ,(add),1.80,1.54,0.79,1.4,4.8,55.6,4.8,0.2,(add),(add),(add),(add)
Sanwa,SPEC-SZ,(add),1.76,1.54,0.79,1.4,6.0,58.3,6.0,0.16,(add),(add),(add),(add)
Sanwa,SRM-1422Z,(add),1.69,1.74,0.87,0.92,4.8,55.6,4.8,0.16,(add),(add),(add),(add)
Sanwa,SRM-1424Z,(add),1.59,1.74,0.87,0.92,4.8,76.4,4.8,0.48,(add),(add),(add),(add)
Sanwa,SRM-1431Z,(add),1.80,1.54,0.79,1.4,4.8,76.4,4.8,0.17,(add),(add),(add),(add)
Sanwa,SRM-1451Z,(add),1.94,1.54,0.79,1.47,4.8,87.5,4.8,0.15,(add),(add),(add),(add)
Sanwa,SX-112,(add),1.59,1.54,0.79,1.42,6.0,55.6,6.0,0.14,(add),Bushing,(add),(add)
Sanwa,SX-1462Z,(add),2.08,1.54,0.79,1.47,4.8,84.7,4.8,0.12,(add),(add),(add),(add)
Savöx,SC-0254,Digital,1.73,1.6,0.79,1.55,6.0,99.9,6.0,0.14,Brushed,Dual Bearings,Hybrid,36.99
Savöx,SC-0351,Digital,1.45,1.6,0.79,1.46,6.0,56.9,6.0,0.17,Brushed,Dual Bearings,Plastic,(add)
Savöx,SC-0352,Digital,1.48,1.6,0.79,1.55,4.8,58.3,4.8,0.16,Brushed,Dual Bearings,Plastic,27.99
Savöx,SC-0352,Digital,1.48,1.6,0.79,1.55,6.0,90.3,6.0,0.13,Brushed,Dual Bearings,Plastic,27.99
Savöx,SH-0254,Digital,0.56,0.9,0.47,1.16,6.0,54.1,6.0,0.13,Brushed,Single Bearing,Hybrid,25.00
Savöx,SH-0255,Digital,0.56,0.9,0.47,1.16,6.0,54.1,6.0,0.13,Brushed,Single Bearing,Metal,32.99
Savöx,SH-0256,Digital,0.56,0.9,0.47,1.16,6.0,63.8,6.0,0.16,Brushed,Single Bearing,Hybrid,29.95
Savöx,SH-1290MG,Digital,1.98,1.59,0.79,1.47,4.8,56.6,4.8,0.06,Brushed,Dual Bearings,Metal,68.99
Savöx,SH-1290MG,Digital,1.98,1.59,0.79,1.47,6.0,70.8,6.0,0.05,Brushed,Dual Bearings,Metal,68.99
Savöx,SH-1350,Digital,0.92,1.38,0.59,1.15,6.0,63.9,6.0,0.11,Brushed,Dual Bearings,Plastic,(add)
Scanner RC,HDS-9866MG,Digital,1.69,1.6,0.78,1.52,4.8,82.0,4.8,0.11,(add),(add),Metal,(add)
Scanner RC,SSV-9320MG,Analog,0.71,1.2,0.5,1.05,4.8,50.0,4.8,0.15,(add),(add),Metal,(add)
Scanner RC,SSV-9320MG,Analog,0.71,1.2,0.5,1.05,6.0,58.0,6.0,0.13,(add),(add),Metal,(add)
Scanner RC,SSV-9450HMG,Digital,0.81,1.16,0.51,1.02,4.8,78.0,4.8,0.18,(add),(add),Metal,(add)
